Protein.Group	16.01184_CD14plus	16.01184_CD14plusFlow	16.01184_CD34plus	16.01184_MSCflow	17.01060_CD14plus	17.01060_CD14plusFlow	17.01060_CD34plus	17.01060_CD34plusFlow	17.01060_MSCflow	18.00103_CD14plus	18.00103_CD14plusFlow	18.00103_CD34plus	18.00103_CD34plusFlow	18.00103_MSCflow	18.00105_CD14plus	18.00105_CD14plusFlow	18.00105_CD34plus	18.00105_CD34plusFlow	18.00105_MSCflow	18.00190_msc_f_30K	18.00260_cd14_f_20K	18.00290_cd14_b_20K	18.00290_cd34_b_20K	18.00290_cd34_f_20K	18.00390_cd14_b_20K	18.00390_cd34_b_20K	18.00390_cd34_f_20K	18.00390_msc_f_8K	19.00019_cd14_b_20K	19.00019_cd14_f_19K	19.00019_cd34_b_20K	19.00019_cd34_f_20K	19.00019_msc_f_10K	19.00019_msc_f_20K	19.00074_CD14plus	19.00074_CD14plusFlow	19.00074_CD34plus	19.00074_CD34plusFlow	19.00074_MSCflow	19.00406_cd14_b_12K	19.00406_cd34_b_20K	19.00406_cd34_f_19K	19.00431_cd34_f_30K	19.00431_msc_f_10K	20.00083_cd14_b_20K	20.00083_cd34_b_20K	20.00450_cd14_b_20K	20.00450_cd34_b_20K	21.00034_cd14_b_20K	21.00034_cd34_b_20K	21.00176_cd14_b_15K	21.00176_cd34_b_15K	21.00432_CD14plus	21.00432_CD14plusFlow	21.00432_CD34plus	21.00432_CD34plusFlow	21.00432_MSCflow	21.00839_CD14plus	21.00839_CD14plusFlow	21.00839_CD34plus	21.00839_CD34plusFlow	21.00839_MSCflow	22.00117_CD14plus	22.00117_CD14plusFlow	22.00117_CD34plus	22.00117_CD34plusFlow	22.00117_MSCflow	22.00251_CD14plus	22.00251_CD14plusFlow	22.00251_CD34plus	22.00251_CD34plusFlow	22.00571_CD14plus	22.00571_CD14plusFlow	22.00571_CD34plus	22.00571_CD34plusFlow	22.00571_MSCflow	22.00697_cd34_b_20K	23.00083_cd14_b_20K	23.00083_cd34_b_20K
P19474	4704784.119346543	831214.953480639	1814847.9396358745	1655548.1936077673	4513734.629445466	7052345.890237307	2947765.1448269663	2056122.8138245791	3798768.166952275	2456533.943590953	3959234.3101203563	3027135.484602447	2549744.344715125	2156461.277764755	9953363.079179386	6188829.569873609	5410429.7202829635	12121528.929279221	5229896.187752136	3239450.3100386322	6994988.396734474	570231.1588543811	602532.3311355945	845629.8413108224	2120196.6695381296	1864690.305561427	3300847.864436958	1900970.0813388578	6888889.327746611	8100791.528179689	2874192.7948542554	2734446.818058197	2581345.6906220685	2617110.718229441	3122709.257536972	1623429.2471129699	1910680.3542697679	1413869.2408363072	692109.2136179705	3476176.733361063	2436628.248230819	1757291.6564949225	1956062.328084272	1438370.0408410628	2007521.7213162503	1824277.6702968935	7241941.965504709	3987504.0488278847	5189049.042784245	2309431.0594332763	1229093.2564399436	1056894.6586215072	2533830.2854498406	5278361.201262237	2747853.6923524556	2584321.5860977126	5521976.429711712	3487900.5628311895	4352384.558783235	1436309.055083717	3892045.1878505787	3450000.0000000037	3407356.5404781294	5496949.0793406945	1791270.967201793	3833327.9800112094	3319429.063687118	81754.89906397508	2226322.404917907	443873.34844226314	NA	3868627.237142805	4203329.53646576	1364234.3196795736	1540429.7345030985	2682449.4260570584	3176741.00805723	4675718.621717966	1577731.4184500172
P19484	1522083.6868780584	NA	99119.0977963038	NA	1974817.969008407	2469589.693649212	157241.6401179476	NA	1023954.2141375953	199063.26769278123	546635.6442610775	203624.30138927914	405475.0847250904	NA	1581607.2166148203	146130.55902536833	329743.5336373582	NA	389286.23100749624	838030.6781448018	1859343.1526458252	977898.5591423323	741572.955576785	1099086.6068148345	248975.907838718	92422.78000901872	NA	NA	753618.6022402281	1200649.7281056233	42396.05023725763	NA	NA	NA	470632.34618353273	NA	NA	NA	NA	507066.3140405967	NA	NA	NA	NA	926214.6738666806	713010.7356517235	1680959.006504637	1057705.5677431426	1567715.8899894473	487023.63195171853	NA	42599.79486476734	803818.5804583734	1266097.8126226799	297459.5412468627	142010.67484114278	NA	1500030.4953675505	1900782.5873149862	127513.1551508478	733079.4628466596	1079065.9999999995	818272.779074061	1908254.665521216	NA	NA	699414.8802477075	521617.06359716743	NA	773697.8693697843	NA	2090370.338349604	1392920.6885461207	654055.3050425408	217341.77203161657	606045.6865926933	NA	324708.1349837176	101500.99874713866
P19525	6722637.353377787	1459864.9182979304	6234210.479665212	6321726.863420342	11579679.703688502	9843253.926140912	11106937.610542538	7590359.920193544	10401134.24866932	14067057.566230891	22088359.835408274	21493610.88597034	17557733.209177595	22210738.534194794	7725935.263343288	6644513.938888283	11291315.257583011	2393224.9424474374	8369913.381988988	4176266.7918437286	2429945.0971214254	5729880.690570783	5747827.063539133	5332490.552064897	5341287.333002896	4111271.7158469656	8393010.291822333	4854799.486276296	7839473.905753325	11434145.675988834	7728407.953867312	7684321.336176115	6408078.564201926	6092272.619840206	4247500.914445841	4565279.822184353	5584014.51255858	6445304.1711835	3804210.9874334973	6262920.907993226	7334541.560058715	7297249.896888601	7252459.252559557	5772559.364728489	5605919.815955721	7407455.79975752	5682580.617582301	3919276.1426317403	4444201.80745516	2677019.2676180825	3624843.908291826	5799527.92887148	4950289.685742593	10756571.267605688	7115955.777008347	7182009.989271537	5742998.430431793	6267321.323837288	5741141.691507424	4319616.786582318	5819603.298451617	4496297.999999995	6802098.073512963	8517602.65109491	6700862.294952617	3891058.8230836666	6080031.6856760485	1615468.3579508597	2057020.3208937286	4137717.6869964926	1209538.7659656073	9432824.094595043	9716073.247903854	7514086.004070807	12528022.471560381	10561443.137739299	9978060.37795387	6251479.820417396	6226632.137381617
P19532	174596.34411658073	NA	NA	NA	113464.14356048254	118832.47623228731	NA	NA	65576.04821879405	NA	NA	NA	58177.20471933129	NA	195165.53393329048	102836.72893704847	NA	NA	75434.234257973	97578.88302934963	366410.302810167	34090.88649404879	94962.25812635491	117790.68148631153	34851.52133141875	57276.760056907035	98538.18507898621	NA	82995.03907929773	55853.24479677695	32467.381524436263	NA	NA	NA	71305.62780606713	NA	NA	34429.022148851756	NA	NA	NA	NA	30478.845777990704	NA	103857.50869479988	175935.6982292538	281803.95614292426	117460.61040257223	215629.4126163991	52292.15540479121	NA	NA	84347.55099267617	235164.51070416466	65212.479836630846	68476.7089663291	NA	78832.54754907728	119816.1665627625	NA	89211.44169840604	NA	105958.07957402822	152751.14228047512	NA	NA	NA	NA	NA	NA	NA	134565.86207343175	NA	NA	NA	NA	NA	116415.53310701012	NA
P19623	4534859.636480755	1292224.9276799832	3449596.4654147555	7464207.621869803	3867323.250413767	6017619.522073541	3440736.107613726	5870518.87498512	4965150.505537629	2495565.627380669	9262524.478149991	6073249.875064484	8165636.952062367	11184882.650871353	6033587.538991898	8446056.793132303	6770421.140910508	6537337.396901875	11405956.496946473	10522554.563763117	7981200.423599666	6976748.41559532	9805694.716943696	9116486.915186632	3171126.495341881	2580251.2591643706	6705919.72747372	4249132.493836378	6055943.209971391	7353444.31219674	8959857.572890127	9239603.417532649	9414466.072407033	9858404.784832336	2490976.9570812997	8737001.039007967	4630044.433829861	9571916.95621127	3339847.204929873	7807348.682923538	8514446.071894238	8369724.502946484	10976417.053164598	10652454.910169085	3963887.332550788	3927094.3791141	7021909.382669038	4827401.102509835	5955230.42198991	3903986.431943025	6013735.949634275	7722421.054224259	2057442.57510641	6959442.831062914	4518489.599284768	5098525.919859441	7178748.038039756	5406245.872388338	8271696.027140264	4128611.3098510313	11210420.754749103	7109999.999999993	2375414.2739333217	6574991.520143446	3886313.7371282955	6777600.976706563	8795928.192329142	2923829.449937108	7398501.071856462	6127280.764148424	3825726.3190171504	3254714.0987549005	4599454.833096046	2857880.0584693593	7112079.983855001	2659080.6898646173	8638211.659080148	6273111.238481127	11636482.887065819
P19634	393362.4334980874	NA	258665.63581294406	NA	338814.295314708	443571.14243497327	136431.02183338234	NA	332887.0175380141	570675.2399660215	101849.73977219754	251164.4677824032	290095.2800973468	NA	467895.2533199278	NA	223922.9432083369	NA	73486.07193451571	278772.05228386086	466136.6729948314	337770.1847801516	273430.61814052594	216755.05415055706	254744.4981583616	302475.03941300453	150893.59228798942	36323.8368814415	273688.0250189326	341371.941910372	72912.53955059205	NA	39475.32436422505	100415.05269206817	907161.4202123869	142776.17474927532	264772.3393811566	166666.49548841888	NA	349981.07388079085	211904.47246343552	117796.85154005581	162380.9167166094	123150.01599645293	274835.55296809896	230160.97585950664	721262.9798817378	374410.3617476308	647189.357211662	811627.6249540077	100858.28410376662	245444.65954462887	609037.5921217698	207953.44190917662	240169.09076241066	152995.64426211134	NA	414800.75437255076	368486.1937441189	316602.9313632131	294838.61211351084	131893.20000000013	502498.4455113511	373845.9058328308	89583.07312574743	NA	90112.21667257776	763383.2621264051	NA	474056.0708887115	NA	1361786.9958985362	250855.14687549538	442302.9178667611	156758.19714414643	497363.1615956059	145901.57353766687	334473.42235440697	51240.303017425496
P19652	113800.5502312548	NA	NA	NA	380744.1037663128	NA	50843.616613361584	NA	277044.80446115363	NA	NA	24745.931088596688	44336.934214258676	NA	117231.34450542674	NA	NA	NA	NA	26982.163697637046	NA	NA	NA	NA	25700.928810231562	38596.2227302112	NA	NA	NA	NA	10959.15849315362	NA	NA	NA	4180773.5482058483	NA	NA	18160.818315983095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73139.2167456912	159207.63411254744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	276613.0980777747	92209.55964749739	NA	2239956.71121137	200278.926093089	675599.805362059	NA	113900.02212475488	NA	506829.1466776684	732344.344581556	115283.38211368452	NA	32834.97675698092	NA	NA	NA
P19784	5649989.055287489	NA	3581207.575541014	4504638.419029294	7890676.833697262	7392779.997049108	4760540.102576624	2216649.3180861413	6238540.398121632	5249140.934839285	6407708.159800052	6965258.450464586	5949403.4710019715	5526180.172290699	3275329.842098789	2986209.8821865423	4051332.650448067	NA	3940617.6046879846	5271513.229900785	5103901.417384747	3380178.4507179335	3301316.057007096	3795171.693014888	2509733.8107173895	2241700.8810884845	3179727.4946757024	3109519.8907628376	4373176.960278843	4898887.100893246	3065394.4569085287	3826812.4896536143	3849661.519624242	4190770.2127105785	3117573.222573913	7202122.478101175	2596973.008011197	4119018.8908556853	4741868.625181179	4793051.715300942	4507022.639804188	4566309.405174238	3960562.8542346526	4086470.154791592	4005722.5550579187	4301103.367601146	4142648.146724266	4282526.126582975	3580058.369208353	2553012.6243095873	3412121.8343556095	3538554.202103409	3334713.9724040097	5466454.250750429	5999298.101231658	5378994.929203378	5073984.215368413	5864032.821259936	5954754.99336014	3550357.0149471974	6309326.814492817	5800000.000000005	5013781.066808426	6542970.457545334	4710257.91591583	5043098.579698071	7454744.732253558	3559078.726110497	2547996.36456384	4621720.347814802	NA	3223124.8571563	4382403.47854771	3878551.507922707	3332430.5824351097	3483926.0318307285	3922940.885374557	7127552.251998382	5187092.18940309
P19793	1328494.0336891524	NA	140702.66707577725	NA	2396180.111927838	2580637.5208468433	734135.3759716132	NA	1152678.951220278	1691898.9452129991	1235165.453439544	405693.0916543076	451998.66677927895	NA	2377169.370355861	743010.3193758653	974142.3897985334	NA	1027126.657495489	803448.2206834109	2868432.2483939882	686720.8706433348	761261.8669859383	779696.049234487	306562.97619079903	174110.2158787669	143696.61248933303	NA	1036737.1717686685	2166946.515533357	NA	102375.41979339925	NA	44580.8141229427	879219.8492028834	NA	NA	NA	NA	2620010.947418507	955490.9255925647	834882.8938431124	356678.10634789	153183.09508718195	916711.5938980739	973022.8233617855	3169480.386051401	1218125.3639451016	1657798.8730261605	343938.41609244415	NA	254609.97024243287	1065319.6007960942	2108151.6009898353	1046662.9452291861	1014663.7535289299	NA	2086173.2749202591	2705832.007521041	317547.41337822314	1278921.6133485683	526740.5999999999	1220863.6366968348	1875521.6679646822	721022.102634113	417042.99188799097	382910.11315735005	NA	NA	71519.37173078732	NA	1362874.4991722512	1336700.6058218675	422304.27031339135	430953.44527170033	998223.6087190759	NA	1665623.5171906704	223429.7000005898
P19823	2221303.8173664585	6579869.631754293	6710230.547740586	2160237.436537444	1803292.709582348	171831.98810204116	2355286.484106908	2171419.4202072667	638567.89950964	2914473.479720293	426592.9102627464	479997.6906687228	504873.80185554625	739266.4090770179	1359396.5995544458	NA	NA	NA	378222.76512769767	298093.3254054698	1323846.2894729094	556276.3294927969	228229.2148455837	NA	2578974.5586529486	4034392.0054043033	1168708.1145294206	10343656.605263138	1241669.8869363163	99215.24794523043	1054057.1782135777	409547.5190665211	1426380.03313167	828163.8231315075	7401026.381761142	2961526.5375463897	11116380.591621974	1675700.1188605805	3402357.7141130622	1454482.1120267885	1785319.8947205667	938209.6305308145	1297278.7623928736	2215027.237569071	576069.1313381981	239011.06744096754	1501381.8056818077	5644469.806542453	2244768.3081464055	13001669.099238869	4413859.900165936	2143357.4494573986	3642262.283615042	534706.2187587803	605240.3931814255	529474.9050521691	1180171.1434264288	588498.5293922224	101795.1291239478	4276760.060205391	366433.060555218	NA	4137972.6387222866	328405.88326861896	4516495.819073766	3440758.247118499	1327827.508119016	17059177.582007144	6492734.922327128	6197825.022911882	14514465.191587305	6172346.033596396	1397442.0186679366	5724353.198475075	3672168.6775388806	1728177.58282936	1088358.02503322	2846460.997871515	1749716.5140107549
P19838	10163608.131410016	4135119.7685759477	5527666.625303158	6876646.088952924	8860293.902244804	12179992.778355038	5171164.793314201	3657769.464609881	10636550.86746636	5337160.066368621	9074981.80030219	5617756.134434634	5185556.009083075	7101255.490576979	13580827.701006152	8371875.61678109	8146345.437289106	7998137.037097068	7662889.642889318	3051710.74022843	9546939.105426846	7652531.686410149	7811149.599168571	8069617.604351783	4141592.98177749	3399293.671305757	6228441.265865625	4389985.084701665	7920085.462624828	11976193.72681836	5583987.065568963	6210896.206469898	5357403.345071392	5403800.398675097	3071348.9079064257	3467390.0426363335	4926104.113435329	5644976.666483565	4259251.773996078	7178926.346917411	4932213.454880064	5258176.041269258	4649803.66263393	4155846.003129276	3779400.276577707	3851932.07830834	8045539.224556743	5145115.7891307585	7041590.86381228	3255645.8280667854	6022959.471029425	5357365.3385497155	4660314.557707472	9592745.52389752	7739970.360530624	7682847.505957154	5358064.188514365	10147610.699986989	7925237.554799327	3910988.7257474386	9292119.280395387	10320000.000000007	6337683.165289309	10374824.281784765	4594610.725190051	4144746.6214138297	9287695.461023517	3066865.7107973457	5112092.510807957	5628345.044782045	2524382.664760106	9159973.810867084	10717389.96994151	5239446.773860496	8609359.980456073	7777980.971788882	6230841.196713552	6543503.964277716	4750490.715027351
P19878	27632646.80116666	NA	2978567.229173377	4363188.420364118	24553984.156121213	28495678.323629964	2957825.776720567	1739924.7532352195	16769222.271963872	14019047.130851313	21004779.91895429	867031.3863435994	269840.4122585475	NA	48165436.617467776	25190635.676676337	3549011.0819288953	78738136.6346343	15197536.61665463	4974670.737343265	66615151.35509377	644657.2644455496	546872.8301886335	842425.5488285758	1767352.7423856559	1514960.8015425669	734473.2855942966	NA	41903066.20582468	66354863.27890478	3832034.478825684	956598.75480005	3692967.354369612	4556450.569072	7983108.118625471	16057191.098717347	1449231.0465927117	2945205.217295771	617217.1585801522	24632566.4085158	1710986.9734519687	282624.6997943425	298302.3931575822	614432.4090001268	3545535.1074794587	911445.6718231181	66086855.13446091	30373233.440973423	61754653.115593664	19142557.494114038	3145220.795744313	1022586.3377818586	10176463.089131765	26383900.22032493	50094.46757401251	332806.52983758296	NA	20899453.303820685	38157734.36580672	2505768.6112499502	17077985.13836286	1657298.9999999993	21320316.638991717	32965344.521481566	5675695.6017053565	17515537.788183738	8494161.913812146	1527122.432125428	21315132.378643665	748170.742380519	3610697.205067709	31560591.344347376	36531555.1336815	1266680.486676917	6082699.98619177	15558632.047002282	8111497.955871833	47718542.67761872	3023151.8895294033
P19971	28699044.320951957	2891789.8381595374	1308695.8542421225	4624326.879438283	16555523.686032066	29841716.105006766	1307922.3886965327	1460423.6808473647	5712671.698801786	4809045.277192701	4959461.925308651	524466.880304709	1088990.4304203512	3181677.693238897	27393876.308419563	10650297.461854413	1000422.5438593634	36033057.79148131	7434146.668474695	10664675.58403606	79069803.43227324	122763.43620526933	17189.83480469105	959135.0106047908	4410444.787102066	3780560.590766767	1132154.803954174	2987206.3879942712	24384268.43432787	36900176.74326264	1748913.2416921917	598865.0489891642	1735829.996005211	1707562.2190041624	19346323.48523946	23131407.03007627	1897777.9089549645	2182630.7616475387	4554337.09763164	20727285.86216808	1347416.937250971	792970.3651095856	154323.69166642177	705435.517981777	2034450.8448679785	741918.4098288175	74428412.80267726	26140560.50692476	27445415.162039727	7427927.453281181	1826334.1604070617	682270.1417441887	2706434.5283278925	9710303.679827644	NA	248605.52619739267	2119797.8499761373	17915931.06557937	32722027.215466872	2194879.205387674	17128699.263351884	9679999.999999996	18302579.441845864	90839128.61463638	4995357.705277612	85210724.37494789	27047199.778191276	1787953.2607529096	19554390.70479224	NA	64956711.50556046	12365964.644670581	24097622.211675473	613046.3787191852	3041349.993095885	4639004.467783762	1654100.976768386	10632543.593367213	2324786.088438796
P20020	3770199.463584699	NA	4100725.11551312	2062347.508999673	1886286.358138129	2890405.3422756437	2588335.9916063747	NA	1691632.1276143668	2328718.1620015358	1491338.33234199	1324431.558067032	1338294.1043682396	NA	2492120.775597858	2199676.4069143278	1794294.826757286	NA	2166088.874404661	525847.2632124303	2182567.535813595	1766203.36141604	1823982.0341691237	1493027.5632907816	1586658.2536315864	1737916.9938515655	559966.5795722652	425094.0031266934	1923126.7364607614	2163114.3380872086	783747.6172710749	670980.4094659803	604199.6270771984	526423.3079070149	16538032.581034625	582487.3977606464	3528044.515298423	1120218.4083285043	NA	1463262.2371833974	1085835.2959081456	842907.5468774514	394477.2038698931	456164.10568906786	717743.9031824899	397269.7502863097	2914457.8392278356	4521506.37918247	2668306.6659992943	6601919.912589369	925331.3369250891	985837.4851006517	2892120.79198216	3687285.6223863475	1224623.1463503195	1551587.6149667625	487106.24318219366	3512768.2038752483	4148873.769447431	4986666.07003091	3805484.3287211275	1997067.9999999977	2702938.146378041	2795738.6954338998	1913411.1909747182	280673.5036159536	1132503.13725802	9553980.83569375	1924119.8779555925	4954344.160725719	NA	2256193.149354671	1761284.203970898	2211261.3656075387	408417.04182285944	1343945.3228229894	286754.20495177293	996151.6779654473	613057.0160148011
P20036	7243031.082154277	4253864.761930327	19774074.36942833	8454357.612525992	3633277.7511091875	4313789.489847354	3812979.4876772026	1479639.7819111466	6431153.995319205	4104892.224958158	2265335.299050016	2630779.0656857556	1296207.1850580042	2269778.4514271584	807397.0251872926	1768341.479171402	1657858.8287304286	NA	1468685.85686069	3456230.287974184	2147866.0897425283	6415182.035622433	6946519.203285759	4603222.851826658	1389821.4692948097	1741040.0614544638	607171.1613500889	605246.8109639239	2842680.903294247	1736494.9083157487	3339492.848618526	2606278.272799777	2179071.276846838	1879098.351491654	10867849.981822742	3109112.9823496817	6110342.831857174	3727793.196078204	3009434.513533074	1634938.698399443	3628745.303252365	3683186.271857466	534775.7709312519	667341.5854180098	5105428.315013904	6149702.011288275	2757001.56628722	4578861.639806356	799368.7031029423	2184238.5802460676	3418525.725260255	2299275.289940886	1734786.5597247472	1688404.3273335584	503718.80373073136	543459.7910305805	1097483.9932500557	5166452.708693698	5449796.1006541075	12491536.327546256	6863749.20592452	6950000.000000007	6493448.035711177	4988431.123170276	4522692.485749584	4872483.155315459	5867677.637830755	9621292.017275073	NA	3667615.2002545525	2481794.3568331404	272051.22218275233	NA	707476.9570865153	NA	NA	1933623.9201466858	3487388.0178198423	7149489.029974805
P20039	554931.9419469695	NA	3844429.795793553	2926926.895456232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	241187.51711765857	NA	247054.88925728752	5527411.930381404	NA	8956507.856855659	6632108.150237473	4893677.832606641	NA	NA	NA	NA	368423.0289476569	251612.56880203687	710800.1512614607	582252.5899364847	NA	240901.75161965218	NA	NA	NA	NA	NA	94883.25175609747	NA	NA	NA	NA	712499.8580412201	490520.06079777377	865867.436657943	1510355.1964288168	NA	157065.04270184517	260778.46510920234	NA	NA	NA	NA	NA	NA	NA	NA	571373.6905732906	NA	NA	NA	541950.0802603425	NA	NA	NA	NA	NA	NA	NA	544607.3148369316	764119.095111536	NA	671468.0817257143	NA	213734.19266579766	4120785.141140187	6879374.121288032
P20042	7701210.147613502	NA	4821122.770941098	12110296.039564246	15023492.050598733	17194675.713416327	10248214.387390064	23318738.64089838	11625636.67013351	8378406.701056678	20254609.207563065	12924634.890371585	14857371.05506997	11171630.420242386	11173743.719540162	16107912.579123097	9806190.620221995	NA	12705632.487938568	10757981.368205301	15179531.506285733	8537712.590435203	9039317.775138471	10643171.326820727	7797438.358572736	5460282.747609247	10727349.437461935	7476201.937930391	9552469.489272702	13264836.262752695	8864314.067965925	10078637.171948701	9809769.620198708	9293484.960083531	8382009.059704492	13951652.560037522	5022270.876475166	9315812.154707287	9858800.305461433	13782686.48799871	10066392.546921147	12504832.777849987	13486488.056887323	12100553.994791683	9161913.729061978	11126767.407489935	13326321.21261302	7475302.301312253	14468345.8842707	5883865.265285587	9315756.609096056	9686445.58332789	6310411.119621674	19350072.466097236	8155980.082878812	7011725.2335984465	5239358.515721154	13112326.178393502	16229414.063721549	7699251.495771266	12696272.763786051	11060000	13453837.291138155	18412110.993908174	10435770.095124943	15287127.245586881	14551840.541820226	4485482.938908615	7085292.2164117405	7540744.6492935885	3001448.048877618	9932942.098758297	15646949.216896102	9839439.968434323	17686619.959849976	12469461.557947252	11198085.227660015	15206886.898800792	11010637.408180786
P20061	1289185.190662205	NA	1355239.776993248	232106.3908865919	6018312.839260615	46506.686517380556	1777839.4134990945	NA	4044885.541149185	22684930.71687413	NA	30761.579984377346	NA	NA	1938374.0887135365	1524979.5328403027	496391.44400211674	NA	1286069.942977583	NA	NA	NA	NA	NA	NA	NA	NA	NA	921720.6024244117	NA	50182.20893187912	NA	996057.7923681228	859991.8491322292	654037.5866967173	7933218.5891425405	997191.5023991134	1124201.9050952299	359011.24934811064	202119.7954664305	1170590.707031294	NA	NA	429084.65280662564	173140.08857246797	114253.5124996542	39363.637736622055	780898.5648411874	NA	568727.8634224219	6926864.567753585	1106196.198756423	142634.4158535604	NA	NA	NA	NA	NA	NA	141119.54088781637	NA	NA	40323630.83045827	NA	29329087.124083344	NA	6257834.612284029	7025604.577546704	NA	53459.29921104212	NA	22977891.751090012	2640835.310868541	3297975.11818075	172908.93535748316	4928404.845214469	7070565.7825319795	96530.31126647654	27789.024319564105
P20073	28621655.082706362	25390473.579009436	31565885.728704866	28474972.808211736	26469431.46897031	31049675.987606257	27928314.13665407	36164702.20203605	36393269.11494277	27742029.910194915	38477506.07177496	16492669.191971999	25045590.018973913	36032815.08023602	32038980.5206399	32713898.77089016	26470162.654140465	32241194.89565549	29694997.042186998	14146080.162568731	25966860.996017247	27335909.208171584	32826479.00732353	31896799.314498566	18866940.925866924	26337834.429644644	34314785.44090197	37532426.437761895	24364843.06441074	31346741.05268847	24469753.205582596	25365422.892650533	31322604.800019413	34570877.90276595	36311767.18879336	32222610.813908912	24572953.407253336	30999352.015377637	24102266.326485887	18352062.456585623	19665075.197258845	18453197.087737966	21561921.409028135	19777462.840667717	23344054.158979792	25494946.048534382	30852394.76717659	20093459.638565674	31119288.656202674	21841409.805852715	25853530.47059032	31496372.422222316	12959126.555284312	25439584.943277262	18687594.632851157	20293936.17610063	36111733.58611828	23685024.759475548	34180293.66188723	17876140.837080877	24749415.55351133	26859999.99999997	22605376.81997204	27378008.52137652	19114698.980455946	33125957.75497636	25516015.327938277	29658989.384254154	33250929.302348003	31940639.297682226	27989622.99908563	45507529.46462693	35299165.321942836	21735441.53312075	33454849.92405472	31358843.918005973	33016922.495172713	21598970.936632395	32225738.387334477
P20138	9854331.766230052	733424.9589535057	5766495.765328864	2584646.1886862516	5260451.222464835	6873253.675200554	7122927.380674029	NA	3992843.4873374742	13066840.162488649	8856501.87393586	5107342.184973652	2927757.39183784	NA	13549293.271359848	13585752.583181467	6988821.822875373	1781968.3554154073	9378461.950998824	2170271.760802133	8957245.31616725	3126375.1939632064	3069950.7884142594	2659763.4102161922	2199685.9599721595	2197208.677166718	1401866.152648896	164007.0507153274	9733845.49223355	9051179.716681669	3982634.3976651756	2931451.943595083	2660876.603347773	2122933.255456276	11915601.114285816	1635846.021112099	7278133.790300938	1978999.699765048	1602241.6881577654	5165844.626491016	1852773.2286012429	1355704.0930785146	5488603.5541501045	8162914.703043911	3037800.8836410884	2323739.6626610723	21343160.535060767	15007959.863248399	1592312.0779927063	3754737.72779028	4203404.967788634	1969279.0659328103	10618613.0218579	12578722.684522493	4431912.502251969	4367546.55253157	1035662.5695700062	6517835.42188694	5380933.148545433	4998840.4991644835	3654265.621458129	NA	16287164.263485463	8412178.63933443	9058745.68942134	2089856.5192229783	2376829.6808056072	15309086.860893687	6081061.667834773	8446894.19629032	NA	5807813.182209354	5941879.449454216	3491181.4190859394	NA	2704345.6209746106	8213381.577486053	5694869.904939667	800241.9888985663
P20160	8117515.997193727	44354747.51766443	32726413.795166876	23611269.00795547	272497213.3161373	14902928.389704548	188536241.6862026	5995423.53189971	181631360.5670723	268074267.68138105	13826062.972446617	11766921.632937392	2439695.442282527	35661752.622624114	42919386.771019556	85732245.24020112	10836080.111693086	72314762.33023	48978099.44797148	17196392.67229772	NA	NA	NA	NA	620094.8603428457	2034222.9844034477	NA	1795509.0733639935	36174436.14608536	22796700.099981267	18238193.49552752	2885725.6271913033	31443950.505921572	44768281.105256714	48008764.78775716	63264545.811735615	11546327.504613025	4652570.560655642	143952772.57612222	57568901.06147657	53892935.81086614	4035600.321764144	26849529.998837512	341728386.9672539	7080611.409332134	2509006.0540220025	13268921.408395015	33648419.566009104	5639198.293459771	78494236.1411233	1053695084.1813165	128720100.78441402	6802236.27728132	3585523.7558685583	NA	NA	4337316.877433437	18725666.146699946	8195908.23631569	175178250.65820694	8050213.123588376	3850000.000000003	1465611136.408058	39261808.30019676	2477949053.6424007	136129327.9648559	400700071.2802856	150835944.0259638	220177360.27343997	4910577.869553239	121401853.91728894	132546769.97384499	100654432.15564023	53463742.59041318	3462459.9921399425	14512163.631346341	152874608.1372361	130437450.92428003	131745777.08054478
P20226	673149.4667047174	3045459.8295593187	1974166.651893982	2244362.1030512727	1118098.8768135016	1518518.3696036635	719919.7031059463	2152203.319143482	1508818.2822119829	340157.93553427723	1309357.3367961377	1445548.2926457985	1181196.5016474228	1868564.5186882277	804343.4412498777	1090806.6452364	1143585.2828907373	396005.1699789843	695977.5329170512	1323386.271104342	1164069.7739864516	1650032.4099332748	1845682.2920366991	1978217.6837079006	1513380.1653903653	2216232.409323756	1795042.0781387144	3482585.2065295884	856612.663228224	1271814.5007865103	1487013.6323720147	1979292.905210169	1995874.0892577453	1528242.1559431937	628178.1642612363	611053.849130754	1448138.9153301679	1283072.250294868	3393427.641372607	1081248.55961569	1070865.390286364	2332594.6762824613	1807030.9771087358	1290802.7930258883	2017769.2590693724	2067279.6214277856	1161679.2410222266	1619887.493563251	1125509.9093444457	1545148.332792219	1718703.5979541282	1763389.6547473145	1867333.5003326307	1269944.3154847128	1359864.6227984338	1528815.534758104	1683811.0581370709	1206944.3910106965	1670548.0485199825	2073697.0020978057	764030.647270726	993253.9999999993	352114.27783212916	1101989.9261511054	NA	NA	1628886.31236083	2873346.063751141	1921578.6536743904	1502590.4358146482	NA	593076.1468987756	1678665.6712703735	902968.5899704302	779226.6212310913	745454.9402288104	699941.3279712364	234555.95549042162	491501.9126895927
