Protein.Group	16.01184_CD14plus	16.01184_CD14plusFlow	16.01184_CD34plus	16.01184_MSCflow	17.01060_CD14plus	17.01060_CD14plusFlow	17.01060_CD34plus	17.01060_CD34plusFlow	17.01060_MSCflow	18.00103_CD14plus	18.00103_CD14plusFlow	18.00103_CD34plus	18.00103_CD34plusFlow	18.00103_MSCflow	18.00105_CD14plus	18.00105_CD14plusFlow	18.00105_CD34plus	18.00105_CD34plusFlow	18.00105_MSCflow	18.00190_msc_f_30K	18.00260_cd14_f_20K	18.00290_cd14_b_20K	18.00290_cd34_b_20K	18.00290_cd34_f_20K	18.00390_cd14_b_20K	18.00390_cd34_b_20K	18.00390_cd34_f_20K	18.00390_msc_f_8K	19.00019_cd14_b_20K	19.00019_cd14_f_19K	19.00019_cd34_b_20K	19.00019_cd34_f_20K	19.00019_msc_f_10K	19.00019_msc_f_20K	19.00074_CD14plus	19.00074_CD14plusFlow	19.00074_CD34plus	19.00074_CD34plusFlow	19.00074_MSCflow	19.00406_cd14_b_12K	19.00406_cd34_b_20K	19.00406_cd34_f_19K	19.00431_cd34_f_30K	19.00431_msc_f_10K	20.00083_cd14_b_20K	20.00083_cd34_b_20K	20.00450_cd14_b_20K	20.00450_cd34_b_20K	21.00034_cd14_b_20K	21.00034_cd34_b_20K	21.00176_cd14_b_15K	21.00176_cd34_b_15K	21.00432_CD14plus	21.00432_CD14plusFlow	21.00432_CD34plus	21.00432_CD34plusFlow	21.00432_MSCflow	21.00839_CD14plus	21.00839_CD14plusFlow	21.00839_CD34plus	21.00839_CD34plusFlow	21.00839_MSCflow	22.00117_CD14plus	22.00117_CD14plusFlow	22.00117_CD34plus	22.00117_CD34plusFlow	22.00117_MSCflow	22.00251_CD14plus	22.00251_CD14plusFlow	22.00251_CD34plus	22.00251_CD34plusFlow	22.00571_CD14plus	22.00571_CD14plusFlow	22.00571_CD34plus	22.00571_CD34plusFlow	22.00571_MSCflow	22.00697_cd34_b_20K	23.00083_cd14_b_20K	23.00083_cd34_b_20K
O95670	96097.82240883159	NA	NA	NA	105052.25007304239	115625.9103899651	NA	NA	75566.97341076906	NA	NA	62945.88001592915	NA	NA	104417.65108855025	NA	147084.5122035504	NA	NA	73730.73395038993	NA	29912.35393877119	25598.181667266173	NA	79283.21379421458	50102.6434601823	219700.54661546083	NA	NA	NA	NA	NA	NA	NA	NA	NA	76171.30270447458	NA	NA	NA	NA	NA	NA	NA	294450.1607254905	364765.16172438924	NA	NA	NA	NA	NA	32840.699951099654	NA	NA	127281.31347635867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	142926.7478105217	NA	NA	NA	NA	NA
O95671	1351775.3518200242	4138960.1244759886	2604382.9174710545	2320627.514954478	1517609.132666044	1556260.3648996819	1749514.211577733	3981110.4771969146	1788369.8860268411	1231634.514551284	2034992.5619735753	3321514.3248482016	3661750.9948533177	3638894.468162362	1861757.8338300854	2529192.4762347736	3533686.697937195	4152958.711593641	3065269.423584598	1488916.9127728082	1601100.4505683696	4737161.962698722	5840368.160416786	5284292.3648303505	2162002.5977367377	2220831.842965573	3262331.752790903	2199876.1206068704	1912477.8052132013	2142723.63850044	3457938.3947972753	3887371.473139565	3313202.022265231	3544117.381068571	1636560.9816668031	1441689.7229453665	3577263.5357619077	3900255.271194252	1148479.3770737357	1730162.7489092175	4118858.439198608	4727010.377145779	3103910.7788385022	2730355.143424247	5657084.348160231	6428850.690012637	2186369.580731184	1774309.5785171604	2000785.7946725925	1574370.3710362997	1844533.9653925733	2719810.6181266196	1666934.5085406431	3381011.7105716225	4125536.131000891	4104836.8679960733	5323749.11643916	2183509.0992906615	1899225.3048064557	1498025.4153048678	2367403.4258392463	2743794.1114162393	964430.3657997377	1541814.7064901656	1121307.6170202838	1444459.7712806466	2554885.6307763755	929388.6383266273	5094605.984050864	2787703.359506756	2531058.201744793	1397713.6185248855	1852874.4048677536	2165135.4353262996	3729101.9686857667	2552258.092861962	4780299.4870957285	1755084.0734166815	3290025.030831374
O95674	3368173.58495157	2135564.2995195473	11247914.629077883	5265197.333458039	2103143.3649545196	3567753.3535455405	7598481.8420003485	2525751.6942593656	2444105.510903357	4998516.698665915	2146805.3401039885	4594938.347154215	2998058.6270361547	2469609.819112965	3402522.937689468	3718770.293446892	4448287.9609327065	NA	3490698.275968227	3172040.3793855477	4077469.1474474394	4149338.945429534	2746492.8338019443	2178611.7644476015	8300899.882136011	10494784.623770252	3826749.0110592227	7086033.132206066	3504591.3080302877	3577850.1684728335	4051620.5890847547	3980204.224736937	3835217.77496939	4328119.104759498	7905848.434513515	3241446.1744653964	6870476.368932289	3332945.413565997	4916630.721687559	1584110.0493259714	2371814.550662118	3084374.2710876246	2848794.8244134183	3206098.84265726	4998530.635874401	3801407.364529214	5751336.72960812	6266232.562104909	3894577.6965819383	10776030.209520312	3630199.825506661	3541086.765560936	11696557.265810395	2989172.605041797	8978439.513748499	6228028.351442312	3549166.0776261026	3810000.571211257	3480306.269213865	5646403.488456811	3386702.1230755937	4282470.809190837	3278551.2230651374	2882085.006903182	4781255.678974498	2370395.522101573	3523980.1803812133	9498597.537082693	1406665.171561971	5800675.67735749	NA	4656133.491711029	2752535.96561279	6108065.562961811	4987558.216182695	4388929.804547672	2946131.818186092	3784083.002222099	3357628.284889549
O95678	1306716.1734260295	51197893.30444242	143746.8391724168	2670910.9134381744	457338.08445192844	5420444.264140411	NA	5502195.140654237	NA	6765992.203314186	12075780.038084928	NA	111419.30155252245	10483241.681132557	232902.69508484373	10652615.768548151	65983.90811881106	13904584.599792454	226598.67858447751	NA	869313.220034893	2512655.250287884	NA	1877314.3927686794	74335.89729934766	1503123.9912754784	452723.59819508716	NA	487279.92874999787	406833.4558560265	315801.4316434075	69454.91184447805	755324.8340148056	238864.91968430998	891296.2884770008	8546487.442558484	281764.094435654	82582.11407940825	11200046.817743914	731126.3323260727	238060.7619240186	NA	90858.80308029274	5284891.9632189125	NA	NA	NA	NA	41002.73455419269	146460.00718169103	26981214.919306237	5951585.587900605	174743.06358795412	449937.6494768821	NA	NA	3838051.6885956726	NA	323679.0878482356	80006.08044970543	969031.9271811267	79025.03640070547	NA	272351.99454219866	319395.95277033874	5000053.05443301	27751343.920502007	2747223.684216585	13410693.863595989	679641.1404270865	20799028.123099197	1790820.5737350031	11352872.076068316	NA	14620300.52239085	65741.51716064643	2120756.3671767665	612945.3589001503	NA
O95684	415695.7032327747	NA	291499.1437825439	NA	874953.0485982787	447502.13858664344	422182.62442594266	NA	324630.86294454575	548757.15724634	910650.2264609238	534514.4274295256	539953.7916207681	NA	734195.9715043264	611269.3839872195	732404.3768498682	NA	599610.3329815965	452293.03786431305	687661.9695161099	519675.8880612614	354019.66956620046	527061.8099500315	493892.63379967207	379439.276613853	354141.35103142547	307288.42462177546	503586.4717419596	479786.71774526907	633095.4011542087	639115.2012378104	453491.06444817263	586645.9363636757	189267.52219392822	NA	567824.4557480059	582596.4945002618	529273.3988766471	825667.3682486125	714199.64051267	582821.4714605677	511423.5129539593	558218.0063967882	430305.4731850578	500988.5946322947	397824.4851102647	524087.2532448792	502511.7965075449	742244.5539996799	582489.1092446545	448961.8052151594	506286.5318395796	393352.7240174703	574093.9241337185	652013.2317531564	NA	874627.9644612226	447075.70860392303	770618.8434501006	548060.4692024129	768472.1707462443	691592.1663321286	736656.8968763322	809743.7736933087	NA	586381.4920649814	362862.80280886486	NA	652677.3847339738	NA	702793.9938116232	514196.20991548896	693948.7501941031	NA	625495.2484301296	761702.3203831369	704265.5281883602	477875.00900735543
O95685	831169.4900119589	NA	310144.26079083874	NA	577367.8221997818	728944.9441553697	306456.91779986996	NA	822425.6077977706	847748.4320937394	908879.1120553381	306829.39580126485	358206.2138827818	NA	1572864.3768564498	970082.4911771195	358032.09691537975	NA	635337.6298361322	817447.7528712458	1057954.8751208603	348067.2974373562	305352.4678934042	411613.92781102733	321981.6914616536	206423.61147213407	448371.94113383867	303220.3119967336	1048464.9896600321	1474991.1558049559	546594.8638988121	524607.1625518588	546101.9856692462	633925.5362020953	258527.28649529337	NA	293664.04355734785	320485.15752956807	NA	1213360.888845423	309481.3044666393	360240.73383190366	342335.8473104441	256881.94730259816	383147.62940414436	362437.3587441111	875204.8201960415	779117.3036188196	1187632.2096719656	684430.7697968724	434687.9761868717	440532.52548376605	494695.03347136645	869000.6165186164	267004.016491579	335139.87790786923	NA	788750.3287790709	834523.455226992	232502.9071141614	537488.2592738739	358122.1594174299	624124.8440337796	695725.2434461239	NA	NA	357102.53157892945	NA	NA	232290.77949969438	NA	1939327.6457032715	1360202.5977930913	376051.25013023085	348566.47116331954	1657775.116391646	712625.7253370807	369860.1277351524	336106.4783637508
O95696	574243.1812888269	NA	1585276.5584606403	500174.04323734884	362516.1928880047	547792.0029589665	524713.4741639859	NA	483287.09092224296	565609.7562662261	530900.4880965918	705498.1320912398	771695.7134103618	443800.9805426932	370789.4021468265	370027.28942351084	544436.1488708009	NA	660308.1217846291	767162.2814555927	477865.5078769349	533825.1338651761	517770.3488267483	519159.7069597293	928428.3788483641	1306769.9563791337	614353.5107763541	1249175.8875807882	384940.037750015	329249.917676332	499964.77295451274	515478.2218416512	562033.0541711608	526473.2670829159	235542.92051153904	NA	617340.7068188254	523292.5221539851	676165.8095173977	506107.43200738495	588892.6283617133	745327.815958678	540583.2665447458	629219.6508310158	788772.4527259796	623042.8406194092	492240.1090292973	607732.4741030135	525233.0195747452	962964.4017018139	778086.2381131301	630584.3587392605	1281718.5506846148	333608.45582718763	652408.6469202222	588505.0358308058	290682.89216352743	407480.67512629944	526776.6503164376	1217145.6499352038	394640.67098687944	346755.31981233135	399827.4168409976	466660.95644117566	412121.8133752604	NA	532617.6681942347	1596746.999768211	412445.8897748949	838657.5595014424	NA	310714.3581111164	286943.8417226272	516739.3670823924	372484.54254957003	424408.31945579	367859.52132172295	507120.8907693749	366895.2537036466
O95707	326567.52188998164	NA	425985.7031727522	262905.2047319372	NA	228683.46183758584	255107.1228667987	NA	295959.31951623334	152862.63827192172	167200.35590509902	443149.4373891245	367397.2088798638	NA	367429.67823979945	NA	354438.12967965356	NA	367616.3438743266	489939.9783261837	246721.04023018264	304318.2812285596	406377.810225134	401694.2912665209	420974.6333416018	560837.2277970082	340495.99939553067	305367.1257787532	216267.261737541	189902.12146295066	339272.7092719488	346723.36475978023	395857.32933482097	301859.99517035764	NA	NA	252235.24858437528	356820.1720151215	NA	291289.7510134337	299484.97387262946	514100.19459762186	292856.10794969933	315888.645163555	385464.4429558908	405279.21974235546	230101.93550508082	125152.83518797609	241733.4417978437	169931.11808698028	NA	214823.44172843208	548097.8719052726	383079.8222107799	559148.800132984	360955.5272449273	NA	187706.02814167444	321596.68852926034	228252.25999823384	227953.54940570568	244590.41507316966	160726.92611666577	201127.209156566	147322.77700068656	NA	263482.49186807097	NA	NA	158900.03011254518	NA	199380.35339852783	178894.48827714825	316749.3823743142	175034.60798825373	210043.68517872758	238487.65114997482	336315.7029446773	484199.2934244993
O95714	414070.193372212	NA	1502238.2625412715	NA	457414.5623924719	440619.6565239143	611994.5642270293	NA	459041.76296184753	879738.9389652017	555885.0533698332	1337095.2234213187	853920.3319997933	NA	397891.88831401983	NA	548205.7611218065	NA	671923.4202979129	905580.8448544043	NA	832484.1778098306	740384.9914944427	656711.2278195167	1428111.8076793142	1977082.0065425225	846498.3291021144	504981.01075261406	674996.9063385467	478009.752048782	964276.3262727888	845699.4045956081	683906.6870152489	957791.2783839969	442227.9835654294	NA	1171709.1481900022	878500.5886570126	NA	579421.3932689562	842248.7016807334	790167.0546436904	724165.7703321783	709209.7485044491	747678.7010793425	793926.164203904	429664.7037876819	837958.1257615815	592800.73279366	1857145.6318534983	663784.9814991564	717205.5272607955	966541.8578933141	426346.6962433835	726556.9191678143	676603.327783936	NA	617782.6803398672	458032.4068725137	1166731.3330739841	548287.3453640558	508286.245143323	NA	374529.96981316	662386.9089410643	NA	NA	1351093.6151884866	NA	881567.5415833332	NA	697136.7479406446	NA	1310999.4379039966	581931.4515585324	718547.7161503515	781158.2539310949	641955.9855842097	972502.1043703265
O95716	21403109.737150397	31372622.11997774	24307573.896396503	14339726.625426272	16729549.493956415	25408332.488158125	9896660.273777012	7605423.317286565	15399851.796342293	26712073.237670645	21132615.066648647	13370952.234213214	10092701.179564454	13305652.90297599	20971525.024752684	17147067.635490004	7981974.658869895	28177502.56646686	14180961.746120904	15104954.187550258	36398350.24292093	7537965.750863661	6730535.798249819	6918251.188166057	9024873.229084551	8395827.699016184	5429694.024541257	7627711.171953487	24561263.183702603	32190685.359797336	9540577.016970789	8180886.234517604	9481510.610340986	11813724.603561886	7452646.931898083	10082405.251970885	7518467.034219193	5365805.736733906	7109182.259737417	22806690.781076007	6479103.162784319	4927908.318174477	5463733.357270509	6319117.396334147	13926791.620470792	9894839.757671628	37803730.18899735	23357999.514656298	40015715.89345183	65955418.94195759	11086826.494114945	6602206.951452469	23533193.06175028	22726668.120729778	7057735.364604817	8858426.689267399	9203070.178030476	11474563.123823361	31332397.160512656	12459538.309987616	21810800.08064865	4788189.72384403	23577235.647351075	30130888.708533257	16236534.294453708	28148446.824956167	9206398.221245917	30461019.68788593	25072166.788462047	15862689.150055315	8793706.74322208	39922195.22911706	32130770.0266085	16387492.973799983	17766441.14113315	12999819.258035183	9652307.357636925	29217584.574797973	13858667.081926651
O95721	2703550.7036400484	1516459.3397239775	5095531.795052063	2955516.174706174	2306287.8945239903	2519659.6384090153	3964875.402569663	2168954.057152094	2165914.6397436233	3950827.5986255417	3622734.0114254844	3692929.6646874547	3329904.810944731	2530090.059581037	2514443.0514371824	2014780.4471700748	1985100.468547069	NA	1461729.9030616935	1672334.2136216322	3138156.883113998	1659735.5781718146	1096425.9929406962	1030768.4382507656	1328937.376590471	1679165.5398032377	1049678.3825680611	1304449.1569427678	2786198.6299299034	2102859.012667878	1364427.499151938	1299658.522363079	1193178.863323809	1363948.2042294175	3333548.8303490095	1272079.1673047363	3550633.7823939496	1654653.7514157398	1793905.8038589812	1651518.9875951584	1226401.670098461	1028765.2669353099	1233060.4463878998	1427231.0976990385	2979685.6490309564	2359108.6879872438	2627951.6142778704	1965216.3053196433	1979387.0161199444	4768966.560808992	1824911.2636330794	1290576.8031110638	2213240.77604556	2149517.3789064623	1432004.27687634	1804712.760929309	1029822.5211872855	1726754.6448472044	2275214.070732607	2952838.5590144005	1622109.7547417076	1947555.820260156	2539865.2993498356	1934826.2983405981	2996133.952678198	1903723.9036878233	1960213.9753370443	2542512.5304001532	1290050.4423133105	1867855.1129355037	1942262.1850247027	2384848.861608084	2324125.6985913473	2641862.503655024	2516912.4949938664	1884377.4704307916	1478797.683058395	2130448.875245685	1521073.2163090243
O95747	3908883.7256795806	NA	2249582.9258155776	2649018.201032943	6058486.852454212	5526312.316174406	5579811.597872183	4976388.0964961415	4987564.904363742	1839454.1451090581	2046173.839786617	1719122.4301131265	1727888.7506964074	2247848.9373966926	5424777.136504904	3665185.70708599	4708117.865192794	2541500.2314852434	4526999.326646291	4445172.232336213	5945419.673110536	3307945.2148285466	4277146.942758757	4067514.5176654737	3233086.4534962205	2329165.1035980396	4966871.872761235	2719444.852609503	5785973.461457211	6976309.520699119	3332952.669684122	4177473.8218813287	4208086.1697580945	4510694.848632723	1973944.322502736	3787969.0759741003	3763671.8093375843	4526659.905658782	4593917.508294943	4437755.102721694	4350254.980726618	4549747.488002816	3635402.350557426	4374773.58207749	3368340.298904566	3499530.897346005	4512752.976977162	3267873.970560086	5403191.584543624	2697828.8396884203	4630957.615240926	4501019.924899749	1898064.0832542616	3470574.9346927237	3795947.845053156	3373515.3570312536	1753948.352315226	4834913.005572179	4338331.914532516	1886935.8596628637	5107453.687227269	5035669.192716868	3258313.252552384	5885096.657452654	2879517.960508088	4592641.324071792	5131796.137680129	1674537.238218458	2667561.931563118	2402868.8890024554	2569291.709324019	4926940.505300212	4701802.680560377	4062111.894717695	4312063.318629198	5688911.730351188	6591540.060144001	5042062.338081448	6320904.254439722
O95749	746486.3966177343	NA	190398.50871351623	489118.2234727076	846111.3052706961	709460.9878590357	866863.587526572	NA	1082957.3198718117	396250.41336336307	261509.96174698017	447453.61058451835	539228.3072049139	NA	1176973.343225916	729320.5145072049	570060.574028931	427969.3014803537	638949.4117085477	873076.0623680962	769514.4941503671	503242.2006490577	800203.1711865322	782164.5003703507	611537.310934499	478281.8665320368	1095421.014847161	441958.42902608233	990216.9346789191	947239.3202579424	651899.5034974817	540646.3412090911	868394.5113888002	639523.093714255	298663.8186813653	NA	497550.31192686415	907614.2214131731	352811.91548054136	572719.8213226945	594561.84362915	654685.0284717188	546710.3013835218	903630.6849994843	520187.25894957705	575234.5527055075	1184732.2851252723	473898.99774925417	852110.0613557186	396140.6271362763	660310.7821526381	730990.167428902	314031.5508074903	358576.4436315478	574695.1386277394	591058.7633650625	NA	733259.1187052119	1089403.3474270552	548903.8799397143	1096020.1045552073	1086757.6676589812	868453.8144400833	1884440.1968213127	675381.5186531892	992603.1248800327	1585791.0811715424	548625.8922280513	375912.6816274622	438733.82327073667	NA	817950.745270877	1063693.4258335447	467762.6130813621	1175176.0546478701	791655.5987832239	1364162.2037515373	1227544.351927275	694623.4354477869
O95757	287908.99978684814	NA	NA	221816.96208979984	NA	NA	NA	NA	NA	324790.8188765625	NA	200503.79587213832	NA	NA	733525.0966986883	NA	408637.6083886911	NA	306365.4975631961	220863.5612050607	NA	NA	NA	NA	287893.456007797	233828.54099775365	502351.678880105	NA	236940.467251254	205201.1682418436	NA	NA	NA	NA	NA	299492.6654650391	NA	NA	NA	NA	NA	NA	294637.66769810166	537234.6065843129	NA	NA	NA	NA	209785.06541873972	178180.51312822558	595896.3202218302	892052.0192723648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	274480.5107747181	NA	238769.44987611222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	412981.19233169366	NA	NA
O95758	3458291.941739566	1161691.329054606	1902331.8701527666	2605232.77622248	3142765.3692218116	3091347.119392568	1728809.9013815476	1211234.0838641573	3169388.853569792	2671207.3237670655	3701002.956116776	2132985.2373625827	2414467.062231408	1905127.5747442883	4130106.4589563976	2111232.702619705	2930881.3200537935	1712750.1560009276	2247137.0151545447	2999412.3315278315	3031416.853076111	2524181.1918029687	2724781.428001138	2827559.9496022067	3580196.9623071686	2924998.0370766073	5012025.253422696	3924402.1247007023	2863862.703238056	2910117.685777344	2187250.189480204	1937883.6895949529	1800421.6776939658	2029812.6818847258	1616418.6926616775	1479380.9575321714	1952848.580316672	2044679.2785351644	1110513.1166746067	2662653.061633014	2684199.8817249388	1973526.8324583618	2019667.9725319028	1768525.4906270718	2018844.9868434398	2292025.0286132004	2994141.593316588	2627774.945398834	3316810.675660444	1673723.8410531557	2904159.86040533	2197180.342486604	2087170.098929045	3112322.0382083138	2375308.6814853596	1604189.1208260527	2032516.6200358775	3386667.174410015	2872939.8011793145	2066986.9913100833	2751010.462433569	4669829.977861371	2094629.9480693927	2620077.2790028933	1928649.1012748876	1422237.3132609427	2554885.6307763755	1297868.7151962162	1239031.498267021	2337165.4428187953	1475813.3925581418	3668998.2486278233	3213077.0026608515	2284317.202408481	2091258.1759875517	4317371.166430034	2464662.805097315	2282623.7949060905	3132284.104695621
O95759	336437.7349171868	NA	NA	NA	303568.43027822784	201987.77383669413	NA	NA	NA	NA	NA	NA	NA	NA	180944.67186025274	NA	NA	NA	NA	134513.93274133137	491992.55085245037	103867.86611380412	95376.90299859215	92867.03473492277	NA	NA	NA	NA	286187.2561359522	415204.0306652197	NA	NA	NA	NA	NA	NA	128299.48875146873	101928.79849917586	NA	156486.47974501146	NA	NA	NA	NA	NA	NA	382454.1992547905	268978.5942187262	299952.0286671052	128320.35632899858	NA	NA	125864.0612845783	175122.9721239918	NA	NA	NA	281825.2966383955	196472.44759783088	NA	124171.4057053732	168124.63917991673	NA	449252.55836626125	NA	NA	NA	NA	NA	80331.8491661231	NA	429017.71235407435	207367.70564906087	NA	NA	256365.97692020328	NA	210012.54862546868	NA
O95772	905909.1492140907	NA	1955174.422101454	838305.8917005203	437708.3480564124	714018.6074990984	742833.3820808083	576422.5447463506	331622.3956600849	847748.4320937394	622444.9639353071	334214.37940095586	518606.92761796026	NA	649556.6084656504	688827.7142859949	919922.5794347558	NA	692888.3359747347	470755.60758269485	861313.0547835542	1325483.2742344341	1064889.0904447357	695239.0498049364	673388.4366273662	1164582.5517990198	301082.74225065386	506261.13967103703	908074.5567436347	488122.41100685915	699729.4574028676	425657.89303362457	656028.9151443079	584667.6744800616	2452323.686374573	650151.1818816679	1375870.5906776541	762829.6543732211	656689.1179326427	262638.70528441906	375808.8091302286	358336.93040250853	423513.7440085057	494588.3208498058	852848.6493351412	536839.2202627744	1410908.4486491892	1021583.4454076649	957748.3414976503	1429161.45331936	463797.2731119946	338105.5241975166	586192.9285666323	300058.0720714223	399904.2419876813	349078.62999669404	NA	331600.3918201842	688950.2457979751	695374.7553302004	695818.2275578143	802371.4779933704	513212.67043571867	482558.7791925406	790936.3052945519	554370.3267426996	253210.08964226014	1473920.307478348	NA	1238979.2708918888	NA	1013342.3734305404	328214.7447961381	519588.8044970484	NA	598411.4965465753	443664.5247229652	526365.9456090942	465131.79561739
O95777	606133.8147971813	8486607.314051593	651490.5387201793	4750718.591935116	807224.6624398171	782028.2441257341	658608.2482027225	7220457.445670823	1013409.6020818757	855746.0588116059	1867273.394777948	307711.241936712	1464700.3979413277	9999399.757388001	982331.9115778144	3150773.6780212848	687760.4026998999	8287500.754843192	829479.3595133715	1122082.3110751607	3340962.9401859967	612977.2320316993	550659.8719040992	1460133.41659786	641717.0820591445	439994.18389300676	1162699.5520327433	2730499.5064818966	1164961.0996222547	869611.9309898319	804248.7700287431	1172013.4889167047	5316037.971415906	2115730.679001537	2336505.5245950776	12626563.586580345	609221.2950169364	2056498.2339024218	7526811.124127884	596475.8546510611	1423088.7303972729	1489008.2688009194	7642848.801318088	7787717.511357809	491180.6669140101	573949.9006284941	595228.8865752374	301209.26460671413	349265.5138416835	467686.58941033686	2423403.6672976892	1930532.242670269	1099616.4615163065	2507770.2753908723	536245.8237936104	842459.9691658113	6221357.97909459	NA	1851021.6168672063	929063.8392996542	1150821.1097829677	2582394.45780352	1426776.9211487144	1481351.3846670196	1076455.3123394721	7629710.586764431	3369806.047489535	3586539.4148639916	28279071.842800237	3059903.35083906	18810885.728979424	1161849.4453988068	3994925.739974989	804252.468810055	7865351.546855827	467219.46735362755	1103526.977999481	443896.2696483328	705109.8268731118
O95782	11940682.27441021	5690200.641716569	9209701.911057048	7224595.093726218	11017603.309591286	8787048.318821339	6842774.5198395355	10610034.998189904	5792331.353075829	7405802.340743429	7256649.300664014	3905167.0017384593	3741851.7978657363	3618734.388006348	7436331.57765466	7298220.662355425	4531433.530295932	8269084.08649909	6032362.958157591	9203232.801414553	10289738.895652702	5348036.862998072	5395284.341500257	5910063.829086574	6813283.415803393	5003642.475462067	4289571.16283925	4963539.588705955	7018890.625224111	9966156.458141586	5582695.7217208985	5094197.24390529	5987201.08203556	5348395.320521663	10826480.340257363	5983483.490655611	5805286.234214114	5093969.763287027	4916630.721687559	8662048.567590943	6120438.523415907	4514294.910174225	4124374.596538834	3764580.5765394997	5149674.110825241	4270992.980147523	11524214.046218533	8456045.016603949	11127364.847376952	12075267.894356104	8192477.984589349	6090242.5998051055	10575929.024774667	8094276.379944653	4102805.9043838046	5956731.66189086	6107867.203356554	7965352.0713919625	9833552.339607028	13251763.289235368	8231110.985209616	5917987.299133069	9420775.273684056	8112162.344605123	5543744.858548291	7851935.16696145	5748492.669246858	11259113.459904062	7944378.430065013	7931344.575027658	5115643.314100504	9259852.722727353	7957720.709923368	6127929.1908088345	5903640.337522379	5581573.773174753	5559820.746382333	12072543.626392229	6850463.077895452
O95785	69785.62783360074	NA	104809.42732222623	NA	NA	NA	NA	NA	NA	199340.04618012506	NA	106440.20809113393	155076.29892922385	NA	NA	NA	77030.31666852435	NA	NA	NA	NA	NA	74852.45975291631	NA	88178.66439072804	142127.82128676516	128716.48458260746	NA	NA	234161.8222935571	112727.75012268193	337300.8404726492	NA	NA	NA	NA	71468.75455722756	NA	NA	NA	216095.44521947214	122747.46021593874	NA	516980.3357021849	95805.53038634255	98102.47263200939	29083.669758735257	NA	NA	NA	NA	99523.8434346891	93942.96583867571	82159.36824510148	68330.12979155016	117038.09960299627	NA	NA	64919.37721331994	NA	NA	NA	NA	NA	50986.84409661532	NA	NA	114499.45197491768	NA	97505.79137787229	NA	NA	NA	44863.393946467164	NA	NA	282639.5060050098	NA	97913.28568725342
O95786	894250.0868046391	NA	491111.1288751131	451368.6194723676	583512.3467353471	942659.7221158684	714887.739393505	NA	913526.1633308013	1143660.6206547616	1587741.4494519094	1591780.0278825255	1670673.8914018252	607798.1925919118	1102075.0395660847	402711.74372020975	734518.352950927	753447.0811255624	686356.3668258296	652270.7631291879	1052063.892863068	598614.7563097555	648677.0989621273	755812.5687088954	834941.601382466	670273.4564392901	1320736.3843478735	799916.9651373749	1077589.0171505883	1225837.2443514166	753830.5700658063	839280.0198226505	917302.060725824	887739.1134097667	614339.8146564635	951703.6733168768	692899.081366614	1177063.9477713946	449359.16651902377	867504.7257853849	1180122.3617928587	1147462.861010632	850235.5711439068	708074.1689788882	385307.90149969165	386276.6551636662	1026289.4204006658	670828.2702919779	695318.0010836847	424544.25569917186	553214.0004896639	645118.8133640481	322418.75279899186	607137.9009139399	877831.1233498368	680993.6159513727	504120.8671567675	829786.9314226812	927346.40487033	569792.6920288973	1051923.927688637	1732356.2821098608	583738.9619770676	1078262.5725127303	574473.7006283934	NA	1167318.4347512755	NA	445012.7394437566	254226.3443184391	NA	706762.6269172243	451589.40451864223	426037.0764258898	418003.64528991544	987537.8294784715	1238063.1765140034	731258.3154377228	490746.6685800328
O95789	83737.30123973552	NA	NA	NA	NA	91505.03928259238	141826.59527489525	NA	119106.4279482134	NA	NA	46194.8359518417	NA	NA	NA	NA	NA	NA	NA	65471.345000637404	102770.26158075186	114373.64654538629	199278.13814269667	131292.64738118087	104153.9792738118	156513.8012158776	120785.29326942106	NA	NA	NA	79030.45292969517	90256.52669959645	NA	NA	NA	NA	NA	79230.49471636195	NA	NA	127995.83996351193	83982.66621607965	NA	NA	168598.38711516923	182021.44716256423	124519.6712840663	87512.42965277866	130210.49755393575	115470.13136851098	NA	83980.71237791504	NA	NA	112651.23041653841	66542.70837252401	NA	NA	NA	NA	179335.1935877411	40664.21232864855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151331.87060548743	161816.27563455826
