Protein.Group	16.01184_CD14plus	16.01184_CD14plusFlow	16.01184_CD34plus	16.01184_MSCflow	17.01060_CD14plus	17.01060_CD14plusFlow	17.01060_CD34plus	17.01060_CD34plusFlow	17.01060_MSCflow	18.00103_CD14plus	18.00103_CD14plusFlow	18.00103_CD34plus	18.00103_CD34plusFlow	18.00103_MSCflow	18.00105_CD14plus	18.00105_CD14plusFlow	18.00105_CD34plus	18.00105_CD34plusFlow	18.00105_MSCflow	18.00190_msc_f_30K	18.00260_cd14_f_20K	18.00290_cd14_b_20K	18.00290_cd34_b_20K	18.00290_cd34_f_20K	18.00390_cd14_b_20K	18.00390_cd34_b_20K	18.00390_cd34_f_20K	18.00390_msc_f_8K	19.00019_cd14_b_20K	19.00019_cd14_f_19K	19.00019_cd34_b_20K	19.00019_cd34_f_20K	19.00019_msc_f_10K	19.00019_msc_f_20K	19.00074_CD14plus	19.00074_CD14plusFlow	19.00074_CD34plus	19.00074_CD34plusFlow	19.00074_MSCflow	19.00406_cd14_b_12K	19.00406_cd34_b_20K	19.00406_cd34_f_19K	19.00431_cd34_f_30K	19.00431_msc_f_10K	20.00083_cd14_b_20K	20.00083_cd34_b_20K	20.00450_cd14_b_20K	20.00450_cd34_b_20K	21.00034_cd14_b_20K	21.00034_cd34_b_20K	21.00176_cd14_b_15K	21.00176_cd34_b_15K	21.00432_CD14plus	21.00432_CD14plusFlow	21.00432_CD34plus	21.00432_CD34plusFlow	21.00432_MSCflow	21.00839_CD14plus	21.00839_CD14plusFlow	21.00839_CD34plus	21.00839_CD34plusFlow	21.00839_MSCflow	22.00117_CD14plus	22.00117_CD14plusFlow	22.00117_CD34plus	22.00117_CD34plusFlow	22.00117_MSCflow	22.00251_CD14plus	22.00251_CD14plusFlow	22.00251_CD34plus	22.00251_CD34plusFlow	22.00571_CD14plus	22.00571_CD14plusFlow	22.00571_CD34plus	22.00571_CD34plusFlow	22.00571_MSCflow	22.00697_cd34_b_20K	23.00083_cd14_b_20K	23.00083_cd34_b_20K
A0A087WTL3	55245.59420558669	NA	96433.12794475998	NA	417037.79468880844	NA	514788.8630714446	NA	173350.6672078844	384882.58674658864	NA	148413.32505302565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73225.57151858957	114609.80265298251	NA	NA	NA	59342.59403111569	NA	NA	NA	NA	NA	NA	59243.76233779225	NA	NA	NA	NA	NA	26826.10853796155	368451.1057095309	NA	1001177.2747852207	NA	NA	NA	NA	NA	NA	NA	177836.7898199323	NA	835437.2508431004	NA	NA	454386.9615463141	NA	714174.2769716242	NA	NA	NA	NA	NA	NA	NA	NA	193023.81042212443	NA	NA	218968.6680883973	NA	154090.35041660932
A0A087WU03	201590.25821692086	NA	NA	NA	94691.16208430674	102251.70524456321	NA	NA	77491.25940813392	NA	NA	81394.18606441357	85351.06736072435	NA	NA	NA	NA	NA	NA	87566.54830859616	NA	NA	NA	NA	64787.581422976175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41228.416576257674	NA	NA	164861.93695975502	NA	NA	NA	NA	NA	64467.8535127017	NA	NA	NA	NA	NA	127699.79042192496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55548.22767944832	NA	NA	NA	110916.51153503232	NA	NA	NA	NA	NA
A0A087WV17;A0A087X0P3;A0A087X1R2;A0A0A0MR14;A0A0A0MRF2	383495.2878729624	NA	210394.13037089966	NA	608364.0925086201	208533.59549395647	155538.02470231947	NA	276077.6140777425	657976.7465188685	248909.77977946325	50919.23907459702	54581.48818069059	NA	451528.70351635775	143858.539003125	61153.77413057768	NA	145402.8549990339	121274.4403959437	877880.1748457355	91559.19791043304	69661.69685405983	91545.15045848371	NA	NA	NA	NA	277064.6399249936	349934.6754052047	82010.94585456022	NA	130580.64253154158	108350.11218904982	90612.10131847738	NA	51309.409896773956	35858.474205145205	NA	246323.49525866605	189588.97138743813	NA	65038.623631244445	101977.6269589192	73302.8579971607	53746.42163559411	314516.26487895614	566310.2063098592	NA	72702.36023930991	243630.5593704557	NA	287351.49356638105	281501.69157383195	60519.79662365363	49856.54650411992	NA	151356.1718147591	267128.44930542546	135497.119018852	130357.34317548267	NA	1153564.3192266212	234579.54967725062	1040573.4685948252	NA	63286.8296863242	275161.67855774896	NA	79794.86428667065	NA	796561.359052389	700968.091977493	127141.1227604866	NA	123801.21451936587	125244.99291670103	277342.8490789478	137338.26406099208
A0A087WVD9	60404.19424402391	NA	NA	NA	59832.75577800668	NA	NA	NA	72827.19074537586	NA	NA	36953.491703298365	30980.702010830853	NA	71928.69291729538	NA	26669.98069287245	NA	NA	NA	NA	21391.91693316195	24912.969700192727	55116.21231762104	35823.58964904902	32391.238679380273	29210.17348370882	NA	33480.98200314366	NA	29414.244702900713	25966.132908358883	NA	NA	NA	NA	151880.1353587925	51625.19704417112	NA	NA	NA	NA	NA	NA	23777.243721517254	23432.098607155946	19106.93148276034	NA	NA	60781.47235221065	NA	22938.776094040008	NA	NA	25644.80992506048	NA	NA	95003.36687488211	59230.088740601925	NA	41478.00404080816	54115.68985980891	NA	NA	NA	NA	NA	NA	NA	87507.13479970877	NA	NA	NA	NA	NA	46584.077092589534	NA	NA	NA
A0A087WVZ6	340257.6267655386	NA	312824.8879618363	493887.55087018735	245976.95614528275	365623.78714355564	174520.77150569297	NA	343023.2536835066	430385.88372055575	395196.6736630492	466998.5469535453	400412.47128721024	NA	341317.98963244923	508240.1564076504	359768.7999954536	NA	258560.38467381167	240483.8177693893	260933.47522972777	405725.8198665546	454926.68473631586	398479.6800779156	335814.54110992525	450077.30212637375	428920.993579396	465293.69788532355	248158.0718397006	225871.97335167546	263011.6275464482	296398.73011885106	257730.89583102593	295087.5090476246	282758.46016846446	NA	362304.00818014157	498321.43325404834	NA	277047.3658394586	361898.40603627166	460165.00619438867	491253.4078072262	346950.57182173885	324320.429760776	438039.52479767025	311276.5605938132	370739.74046966963	321443.89190645807	267218.8001849453	168363.7622315593	436641.59641124617	791443.6952314833	359001.8689461232	320255.2548987541	488691.44509235007	910219.7513085867	261808.3111812237	312835.186209422	481399.829867065	306722.32227987924	172302.7382131048	396813.98303164926	290757.02970516373	460378.4079813454	NA	557923.1496207912	270049.22220233735	NA	291789.0045016387	NA	341946.26891705516	161432.485793354	461620.7793510597	376198.8391506381	473615.61695737625	365306.5891975602	352976.82764856284	413348.82972972444
A0A087WWI0	799160.5761603228	NA	509641.5020563201	284450.9176455455	635071.6233078996	734348.449531185	360496.202627426	NA	706729.9986377393	263760.12962985935	181057.31349880144	NA	NA	NA	607382.4436505667	777474.8388862973	415267.42822579213	NA	751990.2211597229	2179429.1042036754	1579752.4445607904	720706.7495907166	885714.6285032954	1015418.4959997697	758721.0923691383	886978.5714283242	990088.3372746089	768066.2964002253	907739.6304274967	1176006.4620607067	530602.940370584	477842.6639346871	734632.7687805754	645184.0157492893	1178323.906800102	NA	167237.514126092	150291.0183455551	NA	705747.9905500278	561255.7824243148	549360.1467533465	891071.131582215	1354835.3173809736	123106.3603474638	81478.80642082423	1389367.861646908	866336.9721911437	1123435.8740140197	1360378.2817692305	1373589.123164681	1044475.5392741768	282815.05036813865	436111.32675318635	331033.92836057604	368201.50795759953	NA	549882.2315634569	1060481.134663504	629465.9582839463	718508.035762317	NA	791312.742236642	825144.9683645024	482756.119832696	NA	472302.54491939885	NA	294836.2911173311	NA	NA	1205527.995977709	1467305.1645484539	720742.797796962	305479.15005416685	982154.2346040889	1141490.809681534	2181173.8484658184	1430935.544231453
A0A087WXI0	2343077.276488044	1126910.1515380023	1381455.2866585592	970061.7081333019	2437734.3548336453	2244402.703120636	1966909.4686376904	NA	3536998.219030863	3542948.6360144056	1911998.5060301167	1209752.8211907172	1144297.1858916613	853783.4266236543	3156428.511378597	2947152.2498498424	1985100.468547069	1160250.1056780461	2596206.8427513656	3452560.9571543424	5529133.555962758	989576.99768964	764582.3532594402	930777.1112788909	2935563.1602297006	3344789.422027418	2822086.29134161	3736473.0088699614	3252183.069778802	3438323.9780588523	1156117.9572966783	995211.192680741	1566047.258112499	1525044.4488234448	1178323.906800102	1102468.6116641057	1943971.9958606896	2044679.2785351644	849442.8728225257	2359312.8394216574	616357.0838756732	445298.5585582642	3454695.216172988	5522763.812835408	1425067.0495365441	901318.1583738347	4771240.021004498	4873736.437192712	3594994.7968448647	6740750.811912704	5337374.87858277	3829066.7133625816	917514.3723480026	1084836.79124746	37685.6928709288	NA	NA	2473158.2655230933	2631921.3614830594	2743979.2463036296	1819393.3735616442	270272.32795602566	3541644.8397308597	2307683.449583317	1955560.484083376	844453.4047486846	917901.0287781525	1670443.0151421262	1188012.554220731	1107572.3785245675	NA	15112778.500300298	7979141.223274445	6445747.23636133	5986920.530371435	10328296.768310543	2395881.517513206	5397137.150622397	2625259.699259283
A0A087WXQ5	484942.6485886749	NA	2008016.9740501423	1051059.2708545558	1109766.6153598079	317592.5106162527	2743321.10099467	NA	202073.8746551266	2495259.53597403	624436.3495138099	1857076.6991962793	554147.6539145688	NA	2139951.5331380293	1318180.8244782952	2598299.042600877	NA	753693.0274124675	650773.2148140213	71849.3827192555	183841.07235386147	255512.85030736437	225927.83415344122	278857.6735912928	NA	NA	NA	214353.81313141153	NA	NA	NA	NA	74636.10491540501	NA	NA	449746.3539976033	NA	NA	NA	NA	NA	NA	1220386.0110759896	661451.3486198855	340265.0912599985	182300.14185897566	540096.466758387	NA	328845.4648640145	321090.193430976	319194.84095854184	1162651.8000745673	NA	2761722.5339757986	484541.78529303696	NA	NA	NA	NA	NA	NA	NA	641102.6785110973	855975.7352661028	NA	383723.9993540961	503589.4383884371	NA	2787703.359506756	NA	1432656.4589880032	669056.8822127335	3515862.128924359	NA	533238.2742369795	NA	NA	290420.19927123364
A0A087WY61	3931413.3148765694	NA	4552008.403579834	2867945.3250852553	4015091.878549538	2625527.6904430017	5310655.565321758	4197066.941761844	1460502.073588585	3502960.5024250797	1666010.394143202	3162336.322059951	2666212.443127572	2157128.5766945914	4804191.191894871	2647078.5662287683	5217384.4775425615	NA	4537907.758758693	983318.4915806319	2369628.6668411824	2259084.53695608	1660922.5437616513	1993197.9972605715	7219898.583267645	11171867.502723167	8296933.696544345	4167604.509893424	3349263.161413989	1494923.4687212403	3937050.341064369	4119453.352132986	4634221.478088009	2717156.6588192345	1268964.2073231828	2798574.1680704197	3568386.951305921	3793884.6728889477	3360014.045323171	3089576.3373378827	6617941.08770113	4313396.969145532	3890518.304982511	4333404.5647528805	3551871.661344878	3152931.990580115	3144925.7023325334	2448098.0260553244	2214773.580199068	2346270.407321089	5720017.562892935	5140975.364458946	8404711.807767967	984660.325068006	6216716.97977268	7053713.928338077	2414258.320245663	3509211.052431423	2429465.872138208	9362658.845655415	2740050.2613880173	3970431.4788729134	3349384.1198597467	1027876.4709934425	6521525.100589971	2807437.1964890533	4735348.367387249	3164834.438002127	2077199.864741768	3163151.6234133854	NA	2201398.949176692	2634723.1421818975	6614588.0730610825	3451501.3258555587	3351329.5518420986	5605674.9381050775	3510168.146833363	4428013.140810707
A0A087WYD6	772914.7312252762	7512734.343586652	2038212.7180208208	1718577.9238106273	1093969.140766229	1609194.3909166844	1894444.3829510403	NA	2622942.4995060368	2503257.1626918945	1274665.670686743	4966353.686993472	3581650.1918409024	4304177.1133111715	837338.4254742807	630871.697369767	544924.6290908098	NA	758072.7629055975	2762048.7657234753	1462338.4115191093	1694313.4027170578	1508942.703156008	1170424.4053681255	2786801.5135964374	2979164.667392842	1029165.201733558	2443078.5057995915	2368754.235898592	1913502.0399631844	1937278.739253896	1322866.710262423	2439624.64018886	941742.8704975395	4275200.841338836	NA	5095159.477735321	1132868.1460710808	1120004.6817743862	1606579.695415699	2337105.069432915	1607183.52822957	1059506.125575657	1303124.0457252092	2796154.2865906437	1598827.2150813993	3058763.354323432	2077514.3799093352	1722601.6734881615	3729576.412940361	1766043.1583545925	3445093.4496270567	2997680.544770573	1220298.9286500234	1750227.4495155301	2536034.271894124	4075350.5833206763	3631754.9304528404	2140243.7445027065	5163866.455642256	1413865.9348762184	5444548.315202425	1143445.3339702461	1370501.961324592	NA	NA	1354529.8818340295	2202692.01506487	2842484.0254361085	688963.5208198891	NA	2874048.6280917968	3095264.1792299515	2711385.201119631	4302809.963868189	3804534.259920402	1799777.025117574	995363.9755051427	1442202.753241148
A0A087WYF6	237515.94115045771	NA	74503.46888605454	NA	132717.9060711983	154469.957361757	184526.129408	NA	110225.18438643904	154043.88773815034	NA	144143.10983155936	135927.62982051272	NA	205584.07381280407	NA	265037.93486107717	NA	127001.42086862518	184040.91967171055	287178.7138154442	153224.71390734927	103017.47237098294	165419.21006799856	104296.79045457976	113471.64260084061	111150.35202042568	NA	165874.92777154758	130718.10133627683	98573.74168224263	73137.70314128487	105966.74752092324	112051.02991485658	222976.6499584636	NA	124927.27431663995	114356.31187829118	NA	140706.04729619424	73444.56809136632	84925.82296157956	73368.26584153768	NA	172624.2015301097	194787.46754144566	209911.94330784577	149618.09371808678	173759.15178642992	73496.88229646008	133575.6554172375	171522.99009545663	115479.33945343044	114467.39812827663	201678.48170540837	163010.38524323393	NA	109368.96288828176	146105.37814386748	124089.79952221054	191255.50824488356	107173.24359053287	164068.2150483204	94702.69324955966	168589.04874204643	NA	NA	NA	NA	68797.04601618569	NA	NA	NA	NA	NA	NA	99017.31233512786	425611.9458014037	323221.2981402617
A0A087WYP2	4179238.79604358	4291997.3055490535	2853497.805229153	3251067.792176799	2820124.057552648	3652447.7951727393	4037340.488256314	6234569.2378744185	5285626.55203488	3207048.3138640514	3958172.3458167324	7948288.27256006	9303136.121299207	13406453.30375608	9437186.26113871	11252763.13579031	16525181.910941588	7688959.033660066	15926310.884105021	5448572.760509199	9008858.535198027	4725636.021183631	4950200.52258374	6431540.04930011	6029805.410201548	4929163.358777253	9166136.27427755	10115008.293242663	4038531.8120238194	5072773.637194074	8030332.838520179	7925596.167624876	8789040.734304855	8656238.209518995	4526979.453902945	5371000.928619985	5405839.933694794	10566146.098326234	7365454.517431584	6684719.711694703	7636085.870424393	10068532.1033205	9821964.245365672	7208551.268813262	7308866.610123037	8061219.734781072	5794417.903612698	5188171.046043852	5734872.652109672	2972961.5258889324	4719259.773158657	6271563.307680206	4524536.523181751	7321793.571900149	9728536.99211229	11441642.994126985	15785535.170837034	5915527.202670101	5495220.425074516	3745063.5382621675	7365255.102610997	7252224.43566489	2772601.960246435	5199845.676790363	3058927.1792313396	7274151.258449194	8523627.06129703	3144363.3226204813	6552290.099659126	4599241.23285627	3249848.144234248	5433611.6920154905	7786356.603114784	8243405.55651756	22300584.974026553	12999819.258035183	6041289.759471093	4260897.75049137	4518150.812888277
